CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
331,177,177,149,45,34,53,34
314,206,173,134,41,37,66,29
337,183,170,130,40,51,57,32
340,185,173,147,34,39,50,32
341,168,183,154,40,35,39,40
335,203,175,133,33,37,57,27
350,189,145,151,36,26,71,32
324,177,185,156,34,30,65,29
347,177,170,135,39,37,54,41
309,193,175,151,34,39,57,42
290,198,170,138,36,50,77,41
338,181,185,150,42,31,41,32
328,183,176,130,49,41,58,35
320,172,160,157,48,52,51,40
316,188,178,134,38,35,75,36
340,184,182,138,32,24,63,37
317,178,157,156,46,48,54,44
337,185,171,145,44,31,57,30
327,182,168,146,29,40,72,36
321,182,201,123,50,39,42,42
348,179,173,135,42,32,69,22
342,154,195,157,37,26,54,35
340,165,187,131,37,41,57,42
334,185,159,128,48,41,56,49
335,196,187,112,40,45,47,38
351,168,172,131,49,43,54,32
336,173,175,141,43,37,57,38
334,175,174,140,32,40,62,43
319,171,196,133,49,42,51,39
315,179,192,147,34,31,60,42
321,191,187,140,39,34,42,46
337,175,159,173,38,39,53,26
329,177,182,152,25,42,60,33
315,185,163,155,30,34,76,42
331,168,200,117,43,40,56,45
328,178,190,135,45,32,56,36
322,164,203,125,43,36,61,46
330,186,180,125,44,42,56,37
349,166,174,135,44,31,65,36
313,186,172,132,48,37,65,47
321,190,169,145,38,38,57,42
341,170,157,162,39,36,51,44
337,157,191,144,45,45,51,30
319,194,165,131,43,43,58,47
332,172,172,147,32,37,59,49
325,201,168,124,47,38,58,39
356,171,174,127,36,47,60,29
337,170,177,139,40,43,56,38
322,172,185,143,35,32,67,44
324,164,185,157,50,31,53,36
347,176,167,131,40,39,69,31
330,175,178,147,49,31,59,31
312,172,181,146,38,49,65,37
336,183,169,125,30,42,71,44
338,167,191,151,37,34,56,26
337,172,157,150,44,35,68,37
311,189,191,149,48,23,53,36
341,183,159,140,36,40,54,47
323,176,190,123,45,43,61,39
315,168,205,148,38,30,62,34
342,159,199,134,36,29,60,41
318,181,192,137,40,33,66,33
327,171,183,139,40,39,61,40
344,153,158,163,45,44,58,35
326,183,180,145,44,30,55,37
350,180,165,141,37,37,55,35
338,171,177,146,38,35,59,36
320,189,191,111,40,43,72,34
337,201,170,134,39,29,53,37
317,176,192,160,41,33,47,34
307,195,185,136,45,32,59,41
341,176,173,128,38,45,67,32
351,157,180,156,42,28,41,45
340,179,182,130,32,40,60,37
296,178,187,156,58,31,52,42
329,184,167,137,44,42,62,35
323,173,174,150,47,42,56,35
297,186,187,161,40,35,55,39
315,166,177,144,42,41,62,53
307,200,195,128,35,37,46,52
325,186,184,141,44,39,49,32
332,171,183,138,45,35,53,43
317,152,200,145,43,39,66,38
332,169,173,152,47,31,59,37
325,188,200,122,41,29,57,38
331,167,174,157,36,41,58,36
309,197,168,147,55,29,56,39
326,170,195,132,49,37,48,43
323,182,174,151,43,39,42,46
339,171,174,141,38,34,69,34
309,169,192,145,46,39,66,34
307,206,167,154,44,31,46,45
313,174,189,157,36,38,55,38
322,190,176,149,39,36,55,33
340,154,191,146,39,35,65,30
324,166,180,144,42,40,58,46
342,185,170,146,34,30,53,40
328,181,174,161,37,25,58,36
328,195,171,136,35,35,62,38
324,188,182,138,47,34,51,36
324,167,176,133,50,35,69,46
338,185,160,138,40,35,63,41
294,200,184,145,40,37,67,33
351,166,188,150,36,26,55,28
310,183,189,145,43,27,64,39
345,157,191,147,38,32,51,39
323,183,175,145,46,36,53,39
360,182,177,123,45,34,44,35
331,163,188,126,54,37,61,40
337,175,174,142,40,40,53,39
318,184,190,136,30,33,73,36
316,179,179,144,41,45,57,39
311,173,194,158,39,37,51,37
334,194,168,132,49,28,59,36
332,168,191,139,47,31,49,43
323,178,177,135,43,43,63,38
335,168,184,122,53,33,75,30
321,183,185,132,42,40,56,41
323,173,176,132,49,31,71,45
324,166,188,136,41,42,65,38
339,161,187,134,30,41,70,38
368,186,149,128,45,41,50,33
312,188,175,150,40,30,64,41
302,172,196,148,49,29,63,41
342,156,187,153,43,25,47,47
329,177,168,139,53,33,57,44
338,185,165,146,42,40,51,33
347,199,167,137,37,30,47,36
339,191,158,153,39,35,53,32
343,182,157,130,48,30,61,49
318,180,169,142,52,39,60,40
337,189,177,125,41,36,61,34
327,177,182,137,42,39,53,43
349,192,176,116,44,27,58,38
335,176,175,142,39,33,57,43
320,205,165,132,52,32,47,47
337,177,179,136,45,34,58,34
315,186,185,149,39,34,58,34
318,183,168,138,39,33,77,44
300,190,181,144,39,32,74,40
352,184,177,123,40,34,55,35
331,193,177,129,45,36,57,32
319,179,199,140,48,27,50,38
350,195,170,127,37,35,57,29
349,162,185,126,43,37,56,42
353,153,168,140,43,35,57,51
330,178,171,134,42,44,59,42
342,169,195,144,40,33,53,24
295,184,189,142,42,39,75,34
333,166,182,151,41,28,66,33
319,177,201,147,33,35,58,30
380,169,176,140,23,26,51,35
328,173,171,162,42,42,47,35
308,191,184,134,32,36,71,44
349,163,180,141,41,34,52,40
333,157,182,147,37,42,73,29
305,176,188,171,43,32,46,39
325,185,180,128,52,32,55,43
303,178,177,170,41,39,58,34
312,182,189,139,48,24,64,42
344,157,164,151,51,32,63,38
343,175,171,118,57,39,58,39
338,176,172,141,41,40,48,44
342,156,175,151,31,43,68,34
330,205,150,147,39,38,51,40
311,194,176,151,30,43,62,33
343,161,169,150,50,43,54,30
335,183,190,144,36,34,50,28
343,188,167,146,44,35,54,23
347,181,178,130,50,29,52,33
322,191,179,151,42,34,59,22
326,191,167,135,45,36,59,41
336,190,158,145,43,36,47,45
316,182,188,152,36,35,62,29
317,182,174,148,52,41,57,29
311,167,187,156,50,47,51,31
313,171,195,147,39,38,55,42
333,170,186,147,37,43,49,35
303,175,179,145,37,36,68,57
354,171,164,136,33,42,55,45
312,171,185,137,48,38,73,36
317,170,184,142,43,35,74,35
329,188,174,134,57,32,55,31
302,191,195,131,54,40,48,39
296,184,184,153,41,38,58,46
314,174,166,172,42,46,52,34
305,178,194,151,34,42,54,42
336,163,196,145,40,37,43,40
296,185,190,148,43,40,60,38
343,173,166,147,38,37,62,34
325,160,174,174,43,38,60,26
352,169,171,146,35,32,65,30
321,175,173,144,52,38,59,38
340,165,153,153,53,40,54,42
350,178,177,127,40,39,47,42
365,183,158,116,44,36,56,42
311,172,171,150,42,42,69,43
334,176,168,128,47,47,62,38
331,172,182,143,43,33,60,36
350,176,170,128,34,36,63,43
308,200,177,146,32,35,58,44
294,185,174,155,44,35,65,48
334,167,187,139,33,28,66,46
360,174,186,130,38,39,45,28
339,161,181,137,41,49,53,39
307,193,199,142,52,28,43,36
351,190,165,138,33,32,52,39
317,184,166,164,37,48,52,32
341,169,170,153,38,37,59,33
321,186,167,135,37,36,67,51
330,176,169,155,44,32,63,31
356,165,161,143,32,46,53,44
362,170,175,140,35,44,47,27
314,179,165,153,44,46,56,43
330,185,166,136,48,36,61,38
336,164,176,139,48,40,57,40
322,190,174,144,45,40,51,34
329,172,191,132,39,31,62,44
320,169,202,140,32,30,58,49
346,169,172,138,40,43,47,45
325,199,194,136,36,35,44,31
330,182,192,124,37,37,62,36
335,188,165,151,45,30,50,36
335,185,175,139,40,33,64,29
319,167,195,155,48,33,45,38
339,149,186,122,37,51,64,52
308,210,165,135,45,45,54,38
339,175,171,129,35,38,67,46
336,181,179,136,31,46,55,36
341,179,180,136,40,27,53,44
354,159,190,125,34,52,41,45
316,187,175,149,41,34,59,39
318,173,186,148,45,38,47,45
329,178,168,142,39,41,57,46
347,191,154,127,32,45,54,50
343,175,172,146,44,37,52,31
285,172,195,159,37,45,61,46
307,171,189,128,44,45,72,44
323,169,178,153,41,25,66,45
306,202,177,132,47,31,55,50
320,173,190,147,50,29,54,37
355,157,175,135,44,29,77,28
302,191,187,133,42,42,52,51
337,178,156,150,36,37,67,39
317,183,174,133,35,50,62,46
364,172,154,149,35,39,50,37
314,181,181,148,36,40,63,37
330,169,171,151,45,35,63,36
326,166,170,166,48,37,54,33
326,157,197,139,45,47,53,36
321,189,193,132,44,39,48,34
320,174,172,151,49,48,53,33
333,169,182,139,41,41,49,46
330,168,192,138,33,40,50,49
314,183,179,151,41,36,59,37
358,191,173,108,35,36,65,34
338,189,173,135,35,37,56,37
336,177,177,135,42,30,61,42
345,174,161,144,47,36,48,45
319,184,184,138,38,33,70,34
309,169,195,151,40,29,67,40
348,168,166,134,48,51,45,40
322,160,197,144,56,32,55,34
324,186,158,134,38,35,74,51
303,188,178,157,47,35,49,43
346,177,167,119,48,42,57,44
312,187,173,133,48,35,63,49
346,151,190,123,50,38,48,54
305,187,194,136,34,47,63,34
326,189,172,146,40,28,61,38
341,166,189,127,46,40,50,41
328,177,181,143,32,43,57,39
339,181,168,125,43,35,69,40
336,183,158,130,41,46,64,42
334,179,174,146,37,47,54,29
331,171,185,153,37,34,58,31
348,179,175,135,34,45,49,35
343,167,177,153,41,35,55,29
324,180,177,137,37,39,66,40
328,162,175,158,40,38,62,37
316,201,180,130,47,43,48,35
340,183,164,146,44,34,58,31
332,183,161,156,38,30,56,44
328,178,167,134,47,41,70,35
328,189,165,138,45,41,52,42
324,190,173,132,41,36,69,35
342,190,190,122,47,28,39,42
328,177,181,126,36,42,65,45
317,182,189,141,59,24,48,40
353,190,157,127,36,38,59,40
330,192,190,143,40,33,47,25
339,170,170,149,43,39,55,35
321,175,175,142,40,40,63,44
321,199,160,132,47,42,60,39
343,182,177,133,45,38,53,29
325,191,167,153,41,38,57,28
328,171,171,131,33,43,74,49
332,174,198,138,30,42,40,46
339,201,168,135,37,36,45,39
327,173,159,150,45,45,57,44
336,173,164,141,49,42,57,38
317,174,176,147,50,45,54,37
332,192,179,144,41,37,35,40
362,166,167,121,58,39,59,28
358,166,179,147,33,32,46,39
334,182,170,143,39,43,51,38
322,179,169,148,39,46,59,38
309,194,180,144,54,33,48,38
335,163,167,138,50,45,70,32
324,161,199,148,39,45,49,35
337,169,185,136,46,38,60,29
349,169,191,133,33,35,52,38
347,174,176,143,30,40,59,31
332,170,176,143,37,42,54,46
345,185,171,131,36,38,60,34
332,163,178,145,40,43,55,44
322,188,178,153,38,33,55,33
321,172,190,151,38,33,54,41
330,174,169,153,35,43,53,43
324,172,182,134,41,33,74,40
336,196,161,138,32,40,60,37
361,156,174,144,35,42,49,39
333,187,169,132,40,32,56,51
331,155,198,141,42,46,55,32
359,179,171,126,34,40,54,37
337,180,185,142,40,31,53,32
313,170,178,164,49,29,55,42
316,183,192,126,44,38,59,42
318,156,191,150,49,54,54,28
348,165,181,113,36,50,59,48
371,180,159,129,50,32,44,35
323,182,179,142,49,39,51,35
339,182,194,117,41,42,52,33
344,183,168,124,40,44,62,35
341,175,176,136,36,37,64,35
332,174,200,129,35,37,58,35
318,180,191,139,40,35,58,39
319,170,178,146,51,45,61,30
329,143,203,147,42,34,64,38
332,161,185,146,41,37,59,39
331,190,177,132,40,33,52,45
338,180,165,145,41,40,57,34
339,171,160,150,39,32,77,32
322,185,171,134,38,40,60,50
306,191,193,151,39,29,57,34
339,163,186,143,41,34,51,43
332,212,179,121,45,38,41,32
318,179,159,169,41,42,55,37
333,175,194,121,52,40,42,43
322,180,173,161,36,39,52,37
346,178,173,134,39,35,60,35
309,185,191,138,35,49,40,53
339,192,179,131,40,37,50,32
322,143,191,161,38,49,47,49
323,193,201,130,28,35,61,29
343,187,170,143,27,38,53,39
325,177,179,158,30,38,53,40
338,171,169,150,48,29,64,31
300,197,159,175,41,34,63,31
316,182,193,142,29,30,72,36
314,185,179,128,47,41,68,38
337,173,188,140,41,34,49,38
305,199,163,133,48,41,71,40
334,168,179,154,40,43,54,28
301,180,191,146,44,33,57,48
339,167,184,124,54,37,67,28
335,176,163,155,38,33,62,38
308,177,195,150,33,38,58,41
309,181,182,137,41,42,70,38
311,179,180,144,47,34,60,45
341,180,171,131,41,32,70,34
314,208,171,126,36,40,67,38
359,180,168,134,33,34,56,36
342,175,172,143,34,36,58,40
338,176,201,119,40,36,53,37
338,171,180,164,38,29,43,37
325,183,168,148,50,45,46,35
332,187,176,139,39,28,57,42
332,194,170,125,44,43,49,43
330,188,179,145,47,35,45,31
367,156,170,132,38,46,52,39
317,185,183,155,46,30,52,32
339,167,191,131,33,43,54,42
331,194,163,140,43,38,55,36
313,163,184,160,41,43,55,41
342,195,174,134,39,38,45,33
346,171,167,141,47,36,56,36
340,185,156,153,35,39,58,34
331,181,168,141,50,36,55,38
329,157,161,156,46,45,61,45
307,163,187,145,66,38,55,39
343,167,188,130,30,40,55,47
323,184,179,135,40,40,60,39
335,193,155,152,40,42,46,37
347,171,175,123,38,39,62,45
363,173,191,134,28,33,45,33
318,175,186,138,39,38,65,41
324,182,182,138,32,38,58,46
322,179,197,137,52,30,54,29
317,178,166,141,43,47,71,37
370,159,168,142,33,40,51,37
332,182,187,144,38,30,51,36
331,166,178,138,49,36,64,38
304,194,185,147,40,35,58,37
330,185,167,144,45,41,56,32
340,179,166,141,32,46,62,34
333,196,179,136,44,36,45,31
339,178,177,139,43,35,55,34
318,176,180,137,34,44,59,52
323,199,168,138,36,43,60,33
343,185,168,132,41,30,64,37
312,195,174,139,51,38,55,36
318,152,189,146,33,41,73,48
312,177,176,133,49,44,67,42
346,154,172,151,45,41,56,35
339,192,171,133,38,38,49,40
323,172,202,128,40,32,62,41
332,148,186,150,46,40,49,49
323,185,160,154,52,36,51,39
354,177,172,133,42,30,58,34
316,167,186,152,40,37,53,49
322,182,212,132,45,35,45,27
351,166,189,148,32,34,48,32
311,182,184,133,38,46,66,40
324,155,194,146,35,32,60,54
340,175,171,124,39,44,63,44
334,188,160,138,43,43,54,40
302,190,186,160,41,35,50,36
312,177,187,141,43,48,60,32
331,168,181,130,39,43,68,40
359,149,184,127,42,39,72,28
347,171,166,123,45,44,55,49
350,169,178,143,38,26,62,34
337,176,176,133,59,33,50,36
343,160,191,145,39,33,49,40
315,186,180,139,35,51,51,43
331,180,179,145,38,38,59,30
342,163,179,139,40,34,58,45
321,166,182,159,33,40,59,40
316,190,169,143,47,40,63,32
343,182,184,128,32,36,61,34
326,165,190,148,39,33,59,40
344,180,178,119,48,36,54,41
329,172,182,141,47,39,51,39
327,163,186,133,49,42,54,46
330,180,168,129,38,52,53,50
325,183,187,136,43,34,54,38
340,189,204,114,35,30,59,29
359,173,167,132,45,35,58,31
348,159,224,118,41,24,52,34
316,180,169,137,53,39,65,41
330,159,174,151,44,37,62,43
321,200,166,145,32,41,51,44
307,196,157,169,45,40,56,30
346,167,180,134,42,32,62,37
333,189,177,128,51,35,56,31
346,182,155,135,41,47,63,31
330,203,174,154,28,35,49,27
334,171,188,133,37,40,57,40
296,182,186,143,47,35,62,49
296,181,173,169,49,41,50,41
333,190,169,124,34,37,65,48
349,182,177,146,28,43,47,28
330,170,184,152,40,41,48,35
323,197,157,141,40,36,60,46
355,175,162,152,36,40,46,34
343,157,160,146,54,35,69,36
340,175,168,151,40,29,62,35
313,193,190,149,34,40,48,33
327,194,165,138,39,42,55,40
354,179,157,133,43,41,59,34
322,183,175,133,53,38,65,31
332,177,161,138,46,30,73,43
309,166,197,154,48,35,56,35
312,163,202,165,36,31,63,28
356,145,180,150,37,35,63,34
344,171,181,131,30,33,65,45
335,166,187,146,32,41,56,37
316,170,181,148,40,41,58,46
299,184,183,161,38,32,61,42
330,183,166,170,40,43,40,28
325,196,169,154,35,43,52,26
328,198,169,118,46,38,61,42
340,171,185,137,40,34,59,34
328,168,178,153,39,43,54,37
339,165,169,132,46,42,60,47
320,169,179,136,52,50,46,48
335,165,175,138,45,39,69,34
316,189,199,148,39,23,48,38
343,195,180,123,50,31,46,32
336,166,184,129,33,38,68,46
330,157,177,173,45,34,48,36
342,172,199,131,44,33,47,32
323,186,183,136,33,36,62,41
330,168,180,136,41,40,54,51
332,181,165,128,44,45,60,45
348,190,155,135,31,45,58,38
349,171,153,149,42,38,56,42
336,185,147,145,42,36,65,44
322,187,178,147,42,34,57,33
328,174,171,144,40,40,61,42
356,159,177,139,44,33,57,35
330,160,187,150,33,29,65,46
343,191,171,127,35,37,53,43
328,176,172,140,44,41,53,46
308,189,169,154,51,42,55,32
328,167,186,140,39,42,62,36
351,173,160,152,47,32,53,32
329,169,177,147,37,37,62,42
326,169,199,133,41,45,51,36
326,189,161,138,46,37,66,37
315,174,174,143,43,38,69,44
325,162,186,141,38,46,55,47
318,205,180,132,41,28,61,35
319,199,165,137,38,39,60,43
323,188,140,156,46,40,57,50
337,181,166,158,41,29,61,27
324,179,184,143,44,36,51,39
299,185,190,142,46,43,61,34
327,194,185,128,37,41,51,37
326,185,149,159,45,31,61,44
314,179,168,156,41,42,65,35
329,190,181,130,36,42,56,36
347,172,151,172,28,41,54,35
329,187,181,132,40,36,53,42
329,182,183,136,39,41,55,35
323,188,186,149,33,38,53,30
324,187,178,136,43,49,39,44
332,147,190,141,40,47,57,46
353,185,177,139,34,30,50,32
302,175,204,126,54,41,64,34
353,182,175,142,30,38,46,34
339,159,189,128,45,36,64,40
345,184,156,132,42,46,60,35
330,159,179,146,49,45,53,39
329,179,183,147,30,41,52,39
319,193,170,138,43,36,62,39
327,196,159,136,41,49,47,45
339,174,185,136,38,37,61,30
371,170,169,138,38,29,48,37
326,169,164,159,42,44,58,38
331,195,202,123,38,34,40,37
325,185,182,133,49,42,52,32
350,184,170,123,45,31,64,33
354,173,182,142,28,33,53,35
336,174,179,135,40,41,59,36
346,174,157,136,44,35,64,44
347,161,168,137,45,42,58,42
324,185,176,130,41,43,59,42
321,167,186,143,47,42,52,42
341,179,172,126,48,38,57,39
332,182,164,155,23,45,60,39
325,197,179,137,44,27,59,32
323,194,187,121,42,40,55,38
320,205,164,133,39,39,61,39
335,184,193,108,44,33,64,39
307,197,182,149,41,40,54,30
323,190,165,135,39,47,62,39
313,160,199,158,44,29,66,31
315,199,182,138,34,39,55,38
332,158,182,152,41,40,62,33
329,181,179,126,53,33,63,36
318,178,172,149,46,35,59,43
315,170,198,129,39,41,72,36
347,166,166,142,41,39,66,33
342,177,167,126,39,45,65,39
332,181,179,133,41,35,60,39
314,185,163,143,51,38,68,38
339,197,158,131,41,37,64,33
319,201,182,116,38,41,62,41
324,191,188,128,35,30,58,46
344,172,163,149,32,39,57,44
320,205,162,142,40,42,53,36
329,168,174,136,53,37,65,38
349,170,170,134,40,44,49,44
291,187,182,152,51,38,52,47
347,176,181,135,36,37,55,33
304,190,169,154,52,45,49,37
327,162,182,161,38,38,54,38
345,190,172,143,41,39,43,27
339,172,181,129,49,28,63,39
340,181,174,130,35,41,61,38
323,165,195,133,43,55,56,30
322,180,178,135,43,29,63,50
356,162,167,127,41,37,71,39
305,190,183,142,43,33,67,37
311,188,168,153,38,37,62,43
346,161,166,147,44,39,66,31
333,171,178,141,42,33,64,38
324,187,173,148,44,31,57,36
329,178,170,142,32,44,64,41
330,178,185,146,39,30,54,38
313,193,181,134,45,31,55,48
334,172,174,151,52,27,57,33
314,169,191,160,45,36,47,38
343,174,187,155,35,37,43,26
330,184,150,127,56,45,57,51
309,190,185,134,42,35,64,41
353,167,176,139,31,33,62,39
318,182,168,150,52,31,60,39
322,185,191,152,39,33,49,29
325,172,188,140,48,37,52,38
332,182,164,149,33,40,54,46
336,188,169,129,49,39,58,32
339,196,175,116,60,35,49,30
343,201,170,117,33,40,63,33
349,183,144,145,46,31,62,40
324,175,164,156,49,53,46,33
345,169,166,141,34,33,64,48
312,188,177,142,37,34,72,38
312,204,173,115,46,41,63,46
339,171,188,129,40,39,57,37
293,201,194,136,43,42,61,30
313,176,193,138,42,34,65,39
305,196,166,154,49,32,54,44
328,165,186,152,36,42,53,38
333,178,180,143,38,38,57,33
317,185,176,162,35,39,53,33
344,175,150,143,36,42,68,42
340,161,184,148,37,48,48,34
318,180,183,141,44,33,66,35
337,191,175,122,46,39,58,32
312,187,183,140,51,35,57,35
338,196,174,127,47,32,48,38
312,189,166,140,41,50,58,44
357,182,174,141,41,34,40,31
322,172,195,135,39,45,46,46
316,167,177,177,48,39,47,29
351,182,197,117,40,24,53,36
338,172,173,145,38,37,55,42
319,140,204,132,52,43,68,42
313,198,182,141,47,31,51,37
346,158,187,134,36,38,59,42
351,158,199,125,43,38,46,40
339,189,188,140,31,30,49,34
341,185,165,145,40,39,50,35
346,155,177,143,35,42,63,39
361,172,165,127,47,39,52,37
357,179,179,117,46,35,62,25
344,171,194,126,34,36,56,39
348,164,178,130,62,25,55,38
340,178,177,149,44,31,51,30
328,183,171,142,39,35,52,50
335,175,173,142,42,36,59,38
304,199,183,152,37,37,51,37
324,182,179,145,38,42,57,33
325,186,185,152,41,36,43,32
314,178,198,152,37,32,47,42
332,172,185,156,44,32,48,31
327,159,189,151,41,41,55,37
328,176,194,139,46,35,56,26
324,188,186,138,43,32,58,31
324,180,165,164,38,41,63,25
328,173,167,144,38,44,68,38
330,191,159,138,45,46,57,34
349,150,187,150,45,31,48,40
323,188,158,143,43,41,67,37
328,158,197,162,40,25,58,32
315,188,172,157,42,39,54,33
311,186,166,144,48,39,71,35
329,173,170,154,42,39,49,44
333,193,162,133,46,33,66,34
343,180,164,148,39,25,65,36
326,183,182,151,33,36,49,40
338,166,170,136,47,39,58,46
312,204,179,138,36,42,52,37
308,205,171,141,39,43,58,35
323,193,176,130,51,37,53,37
305,177,177,150,44,40,67,40
347,164,151,150,42,38,62,46
345,176,179,134,46,31,59,30
325,190,183,129,39,42,52,40
320,182,186,129,30,51,73,29
329,167,179,150,44,30,55,46
336,181,185,127,36,39,51,45
325,183,172,144,44,31,55,46
307,190,190,132,51,35,58,37
309,168,183,162,49,33,59,37
308,177,186,165,43,45,42,34
336,188,149,152,45,38,51,41
351,163,169,142,26,43,62,44
346,174,164,155,37,36,59,29
322,175,173,172,28,26,64,40
358,149,165,130,54,38,62,44
324,183,204,142,32,27,55,33
324,190,166,146,39,38,61,36
332,187,176,128,43,41,55,38
323,183,192,127,41,35,65,34
340,190,167,138,23,42,61,39
322,171,183,160,31,35,58,40
326,155,176,149,50,40,69,35
315,195,184,145,46,37,45,33
338,157,191,130,42,50,52,40
324,180,177,142,33,42,60,42
331,171,171,151,46,38,59,33
326,183,163,139,50,36,58,45
344,183,179,136,34,32,55,37
350,179,183,123,43,31,59,32
315,192,171,161,35,32,54,40
322,189,157,140,44,41,67,40
329,194,177,126,46,36,52,40
321,180,178,147,43,42,48,41
342,176,167,127,50,35,66,37
323,162,170,149,49,39,70,38
325,188,176,144,33,42,62,30
334,165,180,129,56,34,60,42
322,180,187,128,60,30,57,36
329,177,194,120,46,32,60,42
315,173,199,145,43,29,49,47
341,176,161,133,50,37,56,46
350,165,166,153,38,26,68,34
301,174,183,148,46,37,68,43
350,175,178,123,45,21,60,48
330,172,161,152,39,42,56,48
296,204,181,132,49,49,53,36
312,200,189,129,41,32,50,47
308,211,192,127,33,48,48,33
335,188,183,130,40,26,52,46
300,165,191,146,58,38,59,43
349,176,162,156,41,31,48,37
353,175,168,148,43,29,50,34
344,167,192,137,37,38,52,33
357,155,177,125,53,35,57,41
304,178,189,150,45,34,62,38
354,176,162,152,40,26,58,32
339,187,163,140,29,40,61,41
319,164,180,156,54,27,61,39
320,175,178,137,33,46,71,40
327,189,196,127,40,40,46,35
347,187,164,134,37,46,52,33
320,176,163,133,57,39,76,36
295,191,167,165,37,38,75,32
345,160,174,149,38,39,62,33
316,163,187,150,33,45,67,39
336,179,182,129,39,42,52,41
345,160,182,136,39,36,59,43
